Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Taxonomic lineage
UP000001619	Accumulibacter phosphatis (strain UW-1) (Strain: UW-1)	522306	4438	C:98.5%[S:97.3%,D:1.2%],F:1.2%,M:0.3%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Candidatus Accumulibacter
UP000008825	Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622) (Strain: Bem / ATCC BAA-1014 / DSM 16622)	404380	4042	C:97.6%[S:95.3%,D:2.4%],F:1%,M:1.4%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter
UP000002730	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B) (Strain: ATCC 35296 / DSM 3052 / OCM 3 / 743B)	573061	4211	C:99.6%[S:98%,D:1.6%],F:0%,M:0.4%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium
UP000002029	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100) (Strain: ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100)	479432	8955	C:98.9%[S:97.2%,D:1.7%],F:0.3%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Streptosporangium
UP000002334	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT) (Strain: 5AT)	572265	2045	C:80%[S:79.5%,D:0.5%],F:2%,M:17.9%,n:781	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, aphid secondary symbionts, Candidatus Hamiltonella
UP000002027	Sphaerobacter thermophilus (strain DSM 20745 / S 6022) (Strain: DSM 20745 / S 6022)	479434	3471	C:93.2%[S:91.9%,D:1.4%],F:1.4%,M:5.4%,n:148	Standard	Bacteria, Chloroflexi, Sphaerobacteridae, Sphaerobacterales, Sphaerobacterineae, Sphaerobacteraceae, Sphaerobacter
UP000001192	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum) (Strain: DSM 17167 / CIP 108236 / LMG 21445 / STM815)	391038	7461	C:99.7%[S:98.5%,D:1.2%],F:0.3%,M:0%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia
UP000001190	Mycobacterium marinum (strain ATCC BAA-535 / M) (Strain: ATCC BAA-535 / M)	216594	5418	C:99.4%[S:98.9%,D:0.6%],F:0.6%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
UP000001383	Macrococcus caseolyticus (strain JCSC5402) (Strain: JCSC5402)	458233	2059	C:89%[S:88.8%,D:0.2%],F:1.3%,M:9.7%,n:526	Close to Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Macrococcus
UP000000467	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 12270 / PB) (Strain: ATCC BAA-254 / DSM 12270 / PB)	1089553	2803	C:92.1%[S:91.3%,D:0.8%],F:3.5%,M:4.3%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermacetogenium
UP000006757	Trichosporon asahii var. asahii (strain CBS 8904) (Yeast) (Strain: CBS 8904)	1220162	8515	C:88%[S:87.3%,D:0.7%],F:9.3%,M:2.7%,n:1335	Standard	Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Trichosporonales, Trichosporonaceae, Trichosporon
UP000226124	Escherichia phage JLK-2012	1147722	79		Standard	Viruses, Caudovirales, Siphoviridae
UP000014117	Lachnospiraceae bacterium MD308 (Strain: 3-2)	1235799	4125	C:99.6%[S:99.6%,D:0%],F:0.4%,M:0%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae
UP000001176	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / PAl5) (Strain: ATCC 49037 / DSM 5601 / PAl5)	272568	3783	C:96.4%[S:96.4%,D:0%],F:2.3%,M:1.4%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconacetobacter
UP000002417	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) (Strain: ATCC BAA-1158 / Py2)	78245	4971	C:97.2%[S:96.1%,D:1.2%],F:2.2%,M:0.6%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Xanthobacter
UP000179935	Streptomyces sp. MUSC 93 (Strain: MUSC 93)	1428652	5856	C:99.4%[S:98.6%,D:0.9%],F:0.3%,M:0.3%,n:352	Close to Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000018280	Mycoplasma sp. CAG:877 (Strain: MGS:877)	1262907	1407	C:45.2%[S:45.2%,D:0%],F:0.6%,M:54.2%,n:166	Standard	Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma, environmental samples
UP000001114	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z) (Strain: ATCC 55618 / DSM 22257 / 130Z)	339671	2077	C:98%[S:98%,D:0%],F:0.4%,M:1.5%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Actinobacillus
UP000012445	Clostridium sp. ASF356 (Strain: ASF356)	97138	2792	C:99.6%[S:98.8%,D:0.8%],F:0.4%,M:0%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium
UP000012028	Rhodopirellula sp. SWK7 (Strain: SWK7)	595460	7238	C:81.1%[S:79.7%,D:1.4%],F:6.8%,M:12.2%,n:148	Close to Standard	Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Rhodopirellula, unclassified Rhodopirellula
UP000225003	Salmonella phage 29485	1970747	87		Standard	Viruses, Caudovirales, Siphoviridae
UP000141071	Macaca fascicularis papillomavirus 3	471181	8		Standard	Viruses, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus
UP000176288	Actinomyces tangfeifanii (Strain: VUL4_3)	1912795	1712	C:91.8%[S:91.8%,D:0%],F:2.3%,M:6%,n:352	Close to Standard	Bacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces
UP000030673	Plasmodium falciparum (isolate NF54) (Strain: NF54)	5843	5920	C:17.5%[S:17.5%,D:0%],F:0.4%,M:82.1%,n:234	Standard	Eukaryota, Sar, Alveolata, Apicomplexa, Aconoidasida, Haemosporida, Plasmodiidae, Plasmodium, Plasmodium (Laverania)
UP000207691	Banana streak IM virus	1016853	3		Standard	Viruses, Ortervirales, Caulimoviridae, Badnavirus
UP000001170	Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311) (Strain: ATCC BAA-250 / LMG 18311)	264199	1577	C:99.1%[S:99.1%,D:0%],F:0.2%,M:0.7%,n:443	Standard	Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus
UP000001294	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei) (Strain: ATCC 18224 / CBS 334.59 / QM 7333)	441960	10448	C:98.7%[S:94%,D:4.7%],F:1%,M:0.3%,n:4046	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces
UP000274756	Dracunculus medinensis (Guinea worm)	318479	10868	C:81%[S:79.9%,D:1%],F:11.5%,M:7.5%,n:982	Standard	Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Spirurina, Dracunculoidea, Dracunculidae, Dracunculus
UP000008330	Rhizobium leguminosarum bv. trifolii (strain WSM2304) (Strain: WSM2304)	395492	6403	C:100%[S:99.7%,D:0.3%],F:0%,M:0%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium
UP000195940	Arthrobacter agilis (Strain: 4042)	37921	2887	C:98.9%[S:98.9%,D:0%],F:0.9%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter
UP000007963	Aspergillus terreus (strain NIH 2624 / FGSC A1156) (Strain: NIH 2624 / FGSC A1156)	341663	10417	C:89.1%[S:88.9%,D:0.2%],F:7.7%,M:3.2%,n:4046	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus
UP000118842	Psittacine adenovirus 3	1580497	29		Standard	Viruses, Adenoviridae, Atadenovirus
UP000244932	Pontivivens insulae (Strain: CeCT 8812)	1639689	3498	C:99.1%[S:98.6%,D:0.5%],F:0.5%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pontivivens
UP000201535	Allium virus X	317027	5		Standard	Viruses, Riboviria, Tymovirales, Alphaflexiviridae, Potexvirus
UP000250060	Mycobacterium phage C3	2072005	88		Standard	Viruses, Caudovirales, Siphoviridae, Fromanvirus, unclassified Fromanvirus
UP000226429	Coxiellaceae bacterium RA15029	2016198	1375	C:82.3%[S:82.3%,D:0%],F:2.2%,M:15.5%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae
UP000229605	Escherichia phage C119	1735565	75		Standard	Viruses, Caudovirales, Siphoviridae, Tunavirinae, Rogunavirus
UP000007490	Methanobacterium lacus (strain AL-21) (Strain: AL-21)	877455	2493		Standard	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium
UP000296804	Streptococcus satellite phage Javan356	2558656	15		Close to Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000202338	Beihai sipunculid worm virus 1 (Strain: BHNXC40689)	1922673	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000198282	Streptosporangium subroseum (Strain: CGMCC 4.2132)	106412	9643	C:98.9%[S:96%,D:2.8%],F:0.6%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Streptosporangium
UP000171537	Arrabida virus	1457322	3		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, unclassified Phlebovirus
UP000198213	Vogesella sp. LIG4 (Strain: LIG4)	1192162	3722	C:98.3%[S:97.9%,D:0.3%],F:1.4%,M:0.3%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Chromobacteriaceae, Vogesella, unclassified Vogesella
UP000249915	Prauserella muralis (Strain: DSM 45305)	588067	7018	C:99.4%[S:98.6%,D:0.9%],F:0%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Prauserella
UP000271339	Ulvibacter antarcticus (Strain: DSM 23424)	442714	3363	C:98.4%[S:98.4%,D:0%],F:0.2%,M:1.4%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Ulvibacter
UP000296899	Streptococcus satellite phage Javan205	2558567	15		Close to Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000010483	Cyanobacterium stanieri (strain ATCC 29140 / PCC 7202) (Strain: ATCC 29140 / PCC 7202)	292563	2831	C:96.8%[S:96.6%,D:0.1%],F:1.6%,M:1.7%,n:834	Standard	Bacteria, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Cyanobacteriaceae, Cyanobacterium
UP000270754	Comamonadaceae bacterium OH2545_COT-014 (Strain: OH2545_COT-014)	2491057	2763	C:98.3%[S:97.9%,D:0.3%],F:0.9%,M:0.9%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae
UP000284006	Massilia sp. K1S02-61 (Strain: K1S02-61)	2320864	4570	C:87.6%[S:86.8%,D:0.9%],F:2.9%,M:9.5%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
UP000002640	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines) (Strain: P6497)	1094619	25721	C:89.7%[S:87.2%,D:2.6%],F:0.9%,M:9.4%,n:234	Standard	Eukaryota, Sar, Stramenopiles, Oomycetes, Peronosporales, Peronosporaceae, Phytophthora
UP000289389	Avian HDV-like agent	2364132	1		Standard	Viruses, Riboviria, Deltavirus, unclassified Deltavirus
UP000250268	Streptomyces sp. ICC1 (Strain: ICC1)	2099583	7671	C:98%[S:96%,D:2%],F:0%,M:2%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000028058	Streptomyces xinghaiensis (Strain: ATCC 19609)	1038928	6234	C:98.3%[S:97.7%,D:0.6%],F:0.3%,M:1.4%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000006578	Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) (Sphingomonas alaskensis) (Strain: DSM 13593 / LMG 18877 / RB2256)	317655	3184	C:95%[S:93.7%,D:1.4%],F:0.9%,M:4.1%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis
UP000008326	Jannaschia sp. (strain CCS1) (Strain: CCS1)	290400	4271	C:98.6%[S:98.6%,D:0%],F:0.9%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Jannaschia, unclassified Jannaschia
UP000027080	Phytomonas sp. isolate EM1	134006	6361	C:64.4%[S:60.7%,D:3.6%],F:7.6%,M:28.1%,n:303	Standard	Eukaryota, Euglenozoa, Kinetoplastida, Trypanosomatidae, Phytomonas, unclassified Phytomonas
UP000203849	Ball python nidovirus 1 (Strain: 07-53)	1986118	8		Standard	Viruses, Riboviria, Nidovirales, Tornidovirineae, Tobaniviridae, Serpentovirinae, Pregotovirus, Roypretovirus
UP000267900	Streptomyces luteoverticillatus (Streptoverticillium luteoverticillatus) (Strain: CGMCC 15060)	66425	6118	C:98.9%[S:97.2%,D:1.7%],F:0%,M:1.1%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000269692	Xanthobacter tagetidis (Strain: ATCC 700314)	60216	4442	C:95.5%[S:94.5%,D:1%],F:2.5%,M:2%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Xanthobacter
UP000007073	Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210) (Strain: GS-15 / ATCC 53774 / DSM 7210)	269799	3502	C:98.3%[S:97%,D:1.4%],F:0.3%,M:1.4%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter
UP000002708	Chlorobium chlorochromatii (strain CaD3) (Strain: CaD3)	340177	1986	C:98%[S:98%,D:0%],F:0.7%,M:1.4%,n:148	Standard	Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium/Pelodictyon group, Chlorobium
UP000224023	Streptococcus phage IPP68	1916204	54		Standard	Viruses, Caudovirales, Siphoviridae
UP000285023	Sphingomonas edaphi (Strain: DAC4)	2315689	2311	C:94.6%[S:94.6%,D:0%],F:1.8%,M:3.6%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
UP000243092	Pepper cryptic virus 2	1050903	2		Standard	Viruses, Riboviria, Partitiviridae, Deltapartitivirus
UP000201205	Luffa begomovirus betasatellite	1705090	1		Outlier	Viruses, Tolecusatellitidae, Betasatellite, unclassified Betasatellite
UP000275385	Coniochaeta pulveracea (Strain: CAB683)	177199	10012	C:93.5%[S:91%,D:2.5%],F:4.9%,M:1.6%,n:3725	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariomycetidae, Coniochaetales, Coniochaetaceae, Coniochaeta
UP000005444	Pediococcus claussenii (strain ATCC BAA-344 / DSM 14800 / JCM 18046 / KCTC 3811 / P06) (Strain: ATCC BAA-344 / DSM 14800 / JCM 18046 / KCTC 3811 / P06)	701521	1877	C:97.5%[S:97.1%,D:0.5%],F:0.5%,M:2%,n:443	Close to Standard	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus
UP000010729	Arthrobacter crystallopoietes BAB-32 (Strain: BAB-32)	1246476	4118	C:94.3%[S:93.8%,D:0.6%],F:2.3%,M:3.4%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter
UP000201264	Sowbane mosaic virus	378833	4		Standard	Viruses, Riboviria, Solemoviridae, Sobemovirus
UP000216885	Bordetella genomosp. 4 (Strain: AU9919)	463044	4978	C:99.5%[S:99.3%,D:0.2%],F:0.2%,M:0.3%,n:582	Close to Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella
UP000203313	Salmonella phage 64795_sal3	1813769	74		Standard	Viruses, Caudovirales, Siphoviridae, Roufvirus, unclassified Roufvirus
UP000034392	Altererythrobacter atlanticus (Strain: 26DY36)	1267766	3254	C:94.6%[S:93.7%,D:0.9%],F:1.4%,M:4.1%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Altererythrobacter
UP000241135	Epichloe festucae virus 1 (Strain: P23)	382962	2		Standard	Viruses, Riboviria, Totiviridae, Victorivirus
UP000308705	Herbidospora galbida (Strain: NEAU-GS14)	2575442	7514	C:98.3%[S:96.9%,D:1.4%],F:0.9%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Herbidospora
UP000296577	Streptococcus satellite phage Javan518	2558728	25		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000158899	Bovine papillomavirus type 15	1969700	6		Standard	Viruses, Papillomaviridae, Firstpapillomavirinae, Xipapillomavirus
UP000308149	Thermomonas sp. SY21 (Strain: SY21)	2202149	2753	C:96%[S:96%,D:0%],F:1.3%,M:2.7%,n:452	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Thermomonas, unclassified Thermomonas
UP000225471	Escherichia phage PA28	1660368	90		Standard	Viruses, Caudovirales, Podoviridae, Sepvirinae, Traversvirus
UP000117502	Lye Green virus	1807808	5		Standard	Viruses, Riboviria, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, unclassified Rhabdoviridae
UP000307000	Glutamicibacter creatinolyticus (Strain: LGCM 259)	162496	2880	C:98.9%[S:97.7%,D:1.1%],F:0.6%,M:0.6%,n:352	Close to Standard	Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Glutamicibacter
UP000011294	Pelagibacter phage HTVC011P	1283078	45		Standard	Viruses, Caudovirales, Podoviridae
UP000051173	Ramlibacter sp. Leaf400 (Strain: Leaf400)	1736365	4275	C:98.3%[S:97.9%,D:0.3%],F:0.7%,M:1%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Ramlibacter, unclassified Ramlibacter
UP000005711	Peptoniphilus lacrimalis 315-B (Strain: 315-B)	596330	1588	C:97.4%[S:97.4%,D:0%],F:0%,M:2.6%,n:232	Standard	Bacteria, Firmicutes, Tissierellia, Tissierellales, Peptoniphilaceae, Peptoniphilus
UP000009881	Caenispirillum salinarum AK4 (Strain: AK4)	1238182	4574	C:98.6%[S:97.7%,D:0.9%],F:0.5%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Caenispirillum
UP000002097	Staphylococcus phage phi11 (Bacteriophage phi-11)	12360	53		Close to Standard	Viruses, Caudovirales, Siphoviridae, Phietavirus
UP000135643	Lymphocytic choriomeningitis mammarenavirus	11623	4		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus
UP000012015	Paeniglutamicibacter gangotriensis Lz1y (Strain: Lz1y)	1276920	4017	C:98.6%[S:98.3%,D:0.3%],F:0.9%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Paeniglutamicibacter
UP000203497	Bovine nidovirus TCH5	1631554	7		Standard	Viruses, Riboviria, Nidovirales, Tornidovirineae, Tobaniviridae, Remotovirinae, Bostovirus, Bosnitovirus
UP000239800	Aureitalea marina (Strain: NBRC 107741)	930804	2645	C:93.9%[S:93.2%,D:0.7%],F:1.1%,M:5%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aureitalea
UP000199786	Lachnoclostridium sp. An118 (Strain: An118)	1965547	3184	C:98%[S:98%,D:0%],F:0.8%,M:1.2%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae
UP000267424	Pseudorhodobacter sp. E13 (Strain: E13)	2487931	3709	C:99.5%[S:98.2%,D:1.4%],F:0%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudorhodobacter, unclassified Pseudorhodobacter
UP000078317	Sulfitobacter geojensis (Strain: EhN01)	1342299	3982	C:99.5%[S:99.1%,D:0.5%],F:0%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Sulfitobacter
UP000266975	Corynebacterium sp. CCUG 69366 (Strain: CCUG 69366)	2093221	2040	C:99.1%[S:98.9%,D:0.3%],F:0.9%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, unclassified Corynebacterium
UP000296915	Streptococcus phage Javan173	2548022	57		Standard	Viruses, Caudovirales, Siphoviridae
UP000201659	Peruvian horse sickness virus	356862	10		Standard	Viruses, Riboviria, Reoviridae, Sedoreovirinae, Orbivirus
UP000014629	Streptomyces aurantiacus JA 4570 (Strain: JA 4570)	1286094	7750	C:90.6%[S:89.5%,D:1.1%],F:3.1%,M:6.2%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000199202	Nonomuraea jiangxiensis (Strain: CGMCC 4.6533)	633440	10809	C:97.4%[S:95.2%,D:2.3%],F:1.7%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Nonomuraea
UP000199021	Lewinella agarilytica (Strain: DSM 24740)	478744	4889	C:92.3%[S:92.3%,D:0%],F:3.4%,M:4.3%,n:443	Standard	Bacteria, Bacteroidetes, Saprospiria, Saprospirales, Lewinellaceae, Lewinella
UP000202872	Chaetoceros tenuissimus RNA virus type-II	1516128	2		Standard	Viruses, Riboviria, unclassified Riboviria, unclassified ssRNA viruses
UP000289345	Halhan virus 3	2480178	2		Outlier	Viruses, unclassified viruses
UP000239203	Actinokineospora auranticolor (Strain: YU 961-1)	155976	7400	C:100%[S:99.1%,D:0.9%],F:0%,M:0%,n:352	Outlier	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinokineospora
UP000294568	Shigella phage HRP29	2530183	53		Standard	Viruses, Caudovirales, Podoviridae, Autographivirinae, Drulisvirus, unclassified Drulisvirus
UP000246267	Dickeya phage Dagda	2163630	53		Standard	Viruses, Caudovirales, Podoviridae, Autographivirinae, Teseptimavirus
UP000201046	Lake Sarah-associated circular molecule 7	1685732	1		Outlier	Viruses, unclassified viruses
UP000030150	Porphyromonas sp. COT-239 OH1446 (Strain: COT-239 OH1446)	1515613	1412	C:87.6%[S:87.6%,D:0%],F:3.2%,M:9.3%,n:443	Close to Standard	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, unclassified Porphyromonas
UP000009374	Leptospirillum ferrodiazotrophum	412449	2653	C:87.2%[S:87.2%,D:0%],F:4.7%,M:8.1%,n:148	Standard	Bacteria, Nitrospirae, Nitrospirales, Nitrospiraceae, Leptospirillum
UP000262570	Absiella sp. AM09-45 (Strain: AM09-45)	2291993	4075	C:94.8%[S:94.4%,D:0.4%],F:0.4%,M:4.7%,n:232	Standard	Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Absiella, unclassified Absiella
UP000238442	Aureitalea sp. RR4-38 (Strain: RR4-38)	2094025	2826	C:99.1%[S:99.1%,D:0%],F:0.2%,M:0.7%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aureitalea, unclassified Aureitalea
UP000262073	Salinimonas sediminis (Strain: N102)	2303538	3700	C:99.3%[S:99.3%,D:0%],F:0.4%,M:0.2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Salinimonas
UP000253508	Microbacterium sorbitolivorans (Strain: C1.15228)	1867410	2725	C:94%[S:93.8%,D:0.3%],F:2.3%,M:3.7%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium
UP000207655	Changjiang tombus-like virus 12 (Strain: CJLX27860)	1922805	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000291444	Rheinheimera sp. D18 (Strain: D18)	2545632	2946	C:99.6%[S:99.6%,D:0%],F:0%,M:0.4%,n:452	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Rheinheimera
